parameter,sparsity,top1,top5,loss
module.layer2.2.conv1.weight,0.8,75.812,92.728,0.9768545212490218
module.layer2.2.conv1.weight,0.8500000000000001,75.464,92.62,0.9850341384964328
module.layer2.2.conv1.weight,0.9,75.074,92.422,1.0027811746968298
module.layer2.2.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer2.2.conv2.weight,0.05,76.14,92.862,0.9646632272217958
module.layer2.2.conv2.weight,0.1,76.132,92.872,0.9646548364995696
module.layer2.2.conv2.weight,0.15000000000000002,76.108,92.86999999999999,0.9648187701039169
module.layer2.2.conv2.weight,0.2,76.076,92.884,0.9649587472786706
module.layer2.2.conv2.weight,0.25,76.062,92.878,0.964915613738858
module.layer2.2.conv2.weight,0.30000000000000004,76.084,92.872,0.9648507701955283
module.layer2.2.conv2.weight,0.35000000000000003,76.056,92.86,0.965453656124217
module.layer2.2.conv2.weight,0.4,76.088,92.868,0.9659390447243134
module.layer2.2.conv2.weight,0.45,76.112,92.85799999999999,0.9661347137726081
module.layer2.2.conv2.weight,0.5,76.07,92.842,0.9672113557403188
module.layer2.2.conv2.weight,0.55,76.018,92.84599999999999,0.9681419644276703
module.layer2.2.conv2.weight,0.6000000000000001,75.984,92.804,0.9692884633431628
module.layer2.2.conv2.weight,0.65,75.966,92.80199999999999,0.9715295598214988
module.layer2.2.conv2.weight,0.7000000000000001,75.846,92.778,0.975345847558002
module.layer2.2.conv2.weight,0.75,75.722,92.72,0.978953854389945
module.layer2.2.conv2.weight,0.8,75.534,92.652,0.9860168505384002
module.layer2.2.conv2.weight,0.8500000000000001,75.234,92.432,0.9997401631304196
module.layer2.2.conv2.weight,0.9,74.634,92.09,1.0274541215324886
module.layer2.2.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer2.2.conv3.weight,0.05,76.132,92.862,0.9646727888255697
module.layer2.2.conv3.weight,0.1,76.12,92.854,0.9646508673928222
module.layer2.2.conv3.weight,0.15000000000000002,76.148,92.85600000000001,0.9645750753733577
module.layer2.2.conv3.weight,0.2,76.132,92.85799999999999,0.9647351709403555
module.layer2.2.conv3.weight,0.25,76.118,92.84599999999999,0.9647202284968627
module.layer2.2.conv3.weight,0.30000000000000004,76.088,92.84599999999999,0.9647908977860084
module.layer2.2.conv3.weight,0.35000000000000003,76.072,92.866,0.9648297506631636
module.layer2.2.conv3.weight,0.4,76.092,92.84599999999999,0.9654416379575824
module.layer2.2.conv3.weight,0.45,76.05999999999999,92.83399999999999,0.966208424951349
module.layer2.2.conv3.weight,0.5,76.076,92.84599999999999,0.9669743942058813
module.layer2.2.conv3.weight,0.55,75.988,92.828,0.9681122176805323
module.layer2.2.conv3.weight,0.6000000000000001,75.966,92.836,0.9686229271548132
module.layer2.2.conv3.weight,0.65,76.006,92.81200000000001,0.9697789107354324
module.layer2.2.conv3.weight,0.7000000000000001,75.87,92.804,0.9731161310812647
module.layer2.2.conv3.weight,0.75,75.766,92.692,0.9770722627943876
module.layer2.2.conv3.weight,0.8,75.58,92.67,0.982702832745046
module.layer2.2.conv3.weight,0.8500000000000001,75.48,92.552,0.9897960167454211
module.layer2.2.conv3.weight,0.9,74.966,92.34400000000001,1.0104004141627523
module.layer2.3.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer2.3.conv1.weight,0.05,76.128,92.872,0.9646746039542612
module.layer2.3.conv1.weight,0.1,76.12400000000001,92.868,0.9647089528033927
module.layer2.3.conv1.weight,0.15000000000000002,76.09,92.864,0.9646655834298961
module.layer2.3.conv1.weight,0.2,76.112,92.868,0.9648785873943442
module.layer2.3.conv1.weight,0.25,76.126,92.878,0.9650246873497961
module.layer2.3.conv1.weight,0.30000000000000004,76.098,92.874,0.9651017344879862
module.layer2.3.conv1.weight,0.35000000000000003,76.094,92.864,0.9653141868053647
module.layer2.3.conv1.weight,0.4,76.088,92.882,0.9654636938809135
module.layer2.3.conv1.weight,0.45,76.086,92.874,0.965542982123336
module.layer2.3.conv1.weight,0.5,76.062,92.866,0.9661932173280087
module.layer2.3.conv1.weight,0.55,76.024,92.874,0.9667241536841102
module.layer2.3.conv1.weight,0.6000000000000001,76.056,92.86999999999999,0.9679925886495993
module.layer2.3.conv1.weight,0.65,75.934,92.84599999999999,0.9706619908006825
module.layer2.3.conv1.weight,0.7000000000000001,75.864,92.758,0.9759116375780839
module.layer2.3.conv1.weight,0.75,75.774,92.692,0.9789060383122792
module.layer2.3.conv1.weight,0.8,75.612,92.642,0.9877131732598856
module.layer2.3.conv1.weight,0.8500000000000001,75.30799999999999,92.484,1.0025595623467647
module.layer2.3.conv1.weight,0.9,74.76,92.17999999999999,1.0263273459003894
module.layer2.3.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer2.3.conv2.weight,0.05,76.118,92.874,0.9646902672794397
module.layer2.3.conv2.weight,0.1,76.118,92.86,0.9646991987769701
module.layer2.3.conv2.weight,0.15000000000000002,76.118,92.84599999999999,0.9647154645348079
module.layer2.3.conv2.weight,0.2,76.106,92.85600000000001,0.9649730277608858
module.layer2.3.conv2.weight,0.25,76.102,92.84,0.9650321759435594
module.layer2.3.conv2.weight,0.30000000000000004,76.066,92.83399999999999,0.9648031812085183
module.layer2.3.conv2.weight,0.35000000000000003,76.056,92.86999999999999,0.9651278744698788
module.layer2.3.conv2.weight,0.4,76.07,92.86,0.9655321676055995
module.layer2.3.conv2.weight,0.45,76.062,92.84400000000001,0.9667990937524915
module.layer2.3.conv2.weight,0.5,76.01400000000001,92.798,0.9682082414475026
module.layer2.3.conv2.weight,0.55,76.004,92.768,0.9698932488657988
module.layer2.3.conv2.weight,0.6000000000000001,75.932,92.73599999999999,0.9736291966876204
module.layer2.3.conv2.weight,0.65,75.888,92.69800000000001,0.9742457330683058
module.layer2.3.conv2.weight,0.7000000000000001,75.768,92.648,0.9789711264323213
module.layer2.3.conv2.weight,0.75,75.542,92.574,0.9862242858020623
module.layer2.3.conv2.weight,0.8,75.20599999999999,92.448,0.9981663058302842
module.layer2.3.conv2.weight,0.8500000000000001,75.086,92.326,1.007699148311299
module.layer2.3.conv2.weight,0.9,74.768,92.154,1.0195808682818799
module.layer2.3.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer2.3.conv3.weight,0.05,76.132,92.85799999999999,0.9646681463535953
module.layer2.3.conv3.weight,0.1,76.122,92.866,0.964643848337689
module.layer2.3.conv3.weight,0.15000000000000002,76.116,92.86,0.9647522788418803
module.layer2.3.conv3.weight,0.2,76.134,92.866,0.9647204723133113
module.layer2.3.conv3.weight,0.25,76.12400000000001,92.86999999999999,0.9648367227340229
module.layer2.3.conv3.weight,0.30000000000000004,76.118,92.874,0.9647743387946064
module.layer2.3.conv3.weight,0.35000000000000003,76.1,92.906,0.9650814917926885
module.layer2.3.conv3.weight,0.4,76.112,92.878,0.9649631861521267
module.layer2.3.conv3.weight,0.45,76.116,92.892,0.9649006882492372
module.layer2.3.conv3.weight,0.5,76.134,92.888,0.9651850543308013
module.layer2.3.conv3.weight,0.55,76.104,92.874,0.965510496299486
module.layer2.3.conv3.weight,0.6000000000000001,76.064,92.91,0.9661252702377279
module.layer2.3.conv3.weight,0.65,76.01599999999999,92.892,0.9672626925214207
module.layer2.3.conv3.weight,0.7000000000000001,75.95,92.914,0.9682450452629402
module.layer2.3.conv3.weight,0.75,75.904,92.866,0.9706645395834831
module.layer2.3.conv3.weight,0.8,75.696,92.776,0.977783455684477
module.layer2.3.conv3.weight,0.8500000000000001,75.416,92.686,0.98778309277734
module.layer2.3.conv3.weight,0.9,74.836,92.326,1.0141454922909632
module.layer3.0.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.0.conv1.weight,0.05,76.128,92.866,0.9646986855992249
module.layer3.0.conv1.weight,0.1,76.116,92.852,0.9647666510118513
module.layer3.0.conv1.weight,0.15000000000000002,76.078,92.878,0.9648541060029243
module.layer3.0.conv1.weight,0.2,76.05199999999999,92.902,0.9652359096371397
module.layer3.0.conv1.weight,0.25,76.108,92.86999999999999,0.965800751456801
module.layer3.0.conv1.weight,0.30000000000000004,76.048,92.84599999999999,0.966530359521204
module.layer3.0.conv1.weight,0.35000000000000003,76.066,92.804,0.9695904283043074
module.layer3.0.conv1.weight,0.4,76.018,92.746,0.9725942615495649
module.layer3.0.conv1.weight,0.45,75.956,92.732,0.9760302487684757
module.layer3.0.conv1.weight,0.5,75.81599999999999,92.65,0.979457849826739
module.layer3.0.conv1.weight,0.55,75.67,92.642,0.9842076368477881
module.layer3.0.conv1.weight,0.6000000000000001,75.56,92.572,0.9879028001153953
module.layer3.0.conv1.weight,0.65,75.312,92.432,0.9970942337294016
module.layer3.0.conv1.weight,0.7000000000000001,74.924,92.252,1.018209702886489
module.layer3.0.conv1.weight,0.75,73.94800000000001,91.706,1.0586785162437933
module.layer3.0.conv1.weight,0.8,73.22800000000001,91.426,1.0887198769012278
module.layer3.0.conv1.weight,0.8500000000000001,70.71000000000001,89.776,1.2030445803336949
module.layer3.0.conv1.weight,0.9,66.534,87.264,1.3950068161499747
module.layer3.0.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.0.conv2.weight,0.05,76.128,92.862,0.96466123016209
module.layer3.0.conv2.weight,0.1,76.104,92.86999999999999,0.9647136878754415
module.layer3.0.conv2.weight,0.15000000000000002,76.11,92.872,0.9649044777817873
module.layer3.0.conv2.weight,0.2,76.132,92.876,0.9649300959189326
module.layer3.0.conv2.weight,0.25,76.094,92.872,0.9647099726966457
module.layer3.0.conv2.weight,0.30000000000000004,76.066,92.896,0.964759351039419
module.layer3.0.conv2.weight,0.35000000000000003,76.07,92.896,0.9649160200996056
module.layer3.0.conv2.weight,0.4,76.076,92.898,0.9649002872103332
module.layer3.0.conv2.weight,0.45,76.09,92.888,0.9654294932831304
module.layer3.0.conv2.weight,0.5,76.048,92.842,0.9661022763775315
module.layer3.0.conv2.weight,0.55,75.96000000000001,92.842,0.9678429370479925
module.layer3.0.conv2.weight,0.6000000000000001,75.868,92.848,0.970880134601374
module.layer3.0.conv2.weight,0.65,75.71,92.754,0.9764087628953313
module.layer3.0.conv2.weight,0.7000000000000001,75.59400000000001,92.648,0.984787655576151
module.layer3.0.conv2.weight,0.75,75.25,92.54400000000001,0.996734048030814
module.layer3.0.conv2.weight,0.8,74.706,92.24,1.0171659575129044
module.layer3.0.conv2.weight,0.8500000000000001,73.85,91.818,1.055330268810598
module.layer3.0.conv2.weight,0.9,71.942,90.704,1.1388357670939693
module.layer3.0.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.0.conv3.weight,0.05,76.12400000000001,92.862,0.964676117562518
module.layer3.0.conv3.weight,0.1,76.126,92.86999999999999,0.9645815774494291
module.layer3.0.conv3.weight,0.15000000000000002,76.122,92.854,0.9648025568042484
module.layer3.0.conv3.weight,0.2,76.08200000000001,92.866,0.964514705371492
module.layer3.0.conv3.weight,0.25,76.08200000000001,92.872,0.9648352010669761
module.layer3.0.conv3.weight,0.30000000000000004,76.074,92.892,0.9652954628120877
module.layer3.0.conv3.weight,0.35000000000000003,76.032,92.898,0.9654346135045799
module.layer3.0.conv3.weight,0.4,76.05999999999999,92.902,0.9647958740896112
module.layer3.0.conv3.weight,0.45,76.03,92.894,0.9658715432243686
module.layer3.0.conv3.weight,0.5,75.99000000000001,92.89,0.9664546670202092
module.layer3.0.conv3.weight,0.55,75.89399999999999,92.828,0.9695365016101577
module.layer3.0.conv3.weight,0.6000000000000001,75.836,92.82000000000001,0.97284082650226
module.layer3.0.conv3.weight,0.65,75.75,92.73599999999999,0.9768770223825559
module.layer3.0.conv3.weight,0.7000000000000001,75.59400000000001,92.606,0.9837085415362096
module.layer3.0.conv3.weight,0.75,75.274,92.434,0.9974200483791682
module.layer3.0.conv3.weight,0.8,74.8,92.22200000000001,1.0193396499570542
module.layer3.0.conv3.weight,0.8500000000000001,73.966,91.78399999999999,1.0585354338495103
module.layer3.0.conv3.weight,0.9,71.25600000000001,90.31,1.1696106887289448
module.layer3.0.downsample.0.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.0.downsample.0.weight,0.05,76.13,92.862,0.9646805020011199
module.layer3.0.downsample.0.weight,0.1,76.12,92.85600000000001,0.9646926272888575
module.layer3.0.downsample.0.weight,0.15000000000000002,76.106,92.86,0.9646905387694743
module.layer3.0.downsample.0.weight,0.2,76.084,92.862,0.9649784728428544
module.layer3.0.downsample.0.weight,0.25,76.094,92.85600000000001,0.965061750186949
module.layer3.0.downsample.0.weight,0.30000000000000004,76.066,92.874,0.9652989843518152
module.layer3.0.downsample.0.weight,0.35000000000000003,76.02,92.85600000000001,0.9656378523427611
module.layer3.0.downsample.0.weight,0.4,76.018,92.904,0.966106636487708
module.layer3.0.downsample.0.weight,0.45,75.994,92.884,0.9665265312912514
module.layer3.0.downsample.0.weight,0.5,76.018,92.93400000000001,0.9664771436732641
module.layer3.0.downsample.0.weight,0.55,75.964,92.89,0.9668733922346513
module.layer3.0.downsample.0.weight,0.6000000000000001,76.044,92.85600000000001,0.9678227956197699
module.layer3.0.downsample.0.weight,0.65,75.978,92.864,0.9690192020213116
module.layer3.0.downsample.0.weight,0.7000000000000001,75.878,92.89,0.9725647250912626
module.layer3.0.downsample.0.weight,0.75,75.87,92.798,0.9755383309509071
module.layer3.0.downsample.0.weight,0.8,75.68599999999999,92.682,0.9813663391586468
module.layer3.0.downsample.0.weight,0.8500000000000001,75.286,92.498,0.996170319312689
module.layer3.0.downsample.0.weight,0.9,74.662,92.146,1.0235150465551688
module.layer3.1.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.1.conv1.weight,0.05,76.13,92.862,0.9646792915858784
module.layer3.1.conv1.weight,0.1,76.128,92.866,0.9646992808093829
module.layer3.1.conv1.weight,0.15000000000000002,76.13,92.854,0.9646729151813351
module.layer3.1.conv1.weight,0.2,76.122,92.874,0.9645742804420235
module.layer3.1.conv1.weight,0.25,76.118,92.86,0.9644133454682878
module.layer3.1.conv1.weight,0.30000000000000004,76.11,92.864,0.9644859281881729
module.layer3.1.conv1.weight,0.35000000000000003,76.118,92.872,0.9646220206454093
module.layer3.1.conv1.weight,0.4,76.114,92.9,0.9645282083324026
module.layer3.1.conv1.weight,0.45,76.116,92.898,0.964505309048964
module.layer3.1.conv1.weight,0.5,76.12,92.902,0.9640558056381285
module.layer3.1.conv1.weight,0.55,76.128,92.93599999999999,0.9645731675685671
module.layer3.1.conv1.weight,0.6000000000000001,76.14,92.9,0.9646663646764901
module.layer3.1.conv1.weight,0.65,76.09,92.888,0.9656475602972258
module.layer3.1.conv1.weight,0.7000000000000001,76.094,92.886,0.967077114752361
module.layer3.1.conv1.weight,0.75,76.046,92.894,0.9703790512772245
module.layer3.1.conv1.weight,0.8,75.87,92.796,0.9768707276302943
module.layer3.1.conv1.weight,0.8500000000000001,75.658,92.66799999999999,0.988437716145905
module.layer3.1.conv1.weight,0.9,75.01400000000001,92.378,1.0150266432640491
module.layer3.1.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.1.conv2.weight,0.05,76.122,92.864,0.964683537276424
module.layer3.1.conv2.weight,0.1,76.128,92.866,0.9646303069834805
module.layer3.1.conv2.weight,0.15000000000000002,76.11,92.86999999999999,0.9644596203401382
module.layer3.1.conv2.weight,0.2,76.122,92.872,0.9641534042145522
module.layer3.1.conv2.weight,0.25,76.102,92.862,0.9641351497599053
module.layer3.1.conv2.weight,0.30000000000000004,76.08,92.868,0.9642095778669632
module.layer3.1.conv2.weight,0.35000000000000003,76.05999999999999,92.85,0.9643706963682659
module.layer3.1.conv2.weight,0.4,76.02,92.86999999999999,0.9642955633450527
module.layer3.1.conv2.weight,0.45,75.99000000000001,92.874,0.964872801030169
module.layer3.1.conv2.weight,0.5,75.98,92.85799999999999,0.9655899885965855
module.layer3.1.conv2.weight,0.55,75.972,92.84599999999999,0.9663319111022414
module.layer3.1.conv2.weight,0.6000000000000001,75.95,92.84,0.9678232706322963
module.layer3.1.conv2.weight,0.65,75.866,92.794,0.9700952506795218
module.layer3.1.conv2.weight,0.7000000000000001,75.74600000000001,92.73,0.9736671572437098
module.layer3.1.conv2.weight,0.75,75.536,92.696,0.9829493057819043
module.layer3.1.conv2.weight,0.8,75.098,92.51,1.0021586570204524
module.layer3.1.conv2.weight,0.8500000000000001,74.20400000000001,92.04,1.0441322747846038
module.layer3.1.conv2.weight,0.9,71.45,90.48,1.1873420952838292
module.layer3.1.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.1.conv3.weight,0.05,76.13,92.85600000000001,0.9646868004026465
module.layer3.1.conv3.weight,0.1,76.144,92.85799999999999,0.9647219911673848
module.layer3.1.conv3.weight,0.15000000000000002,76.118,92.872,0.9647308294566312
module.layer3.1.conv3.weight,0.2,76.122,92.872,0.964773735145525
module.layer3.1.conv3.weight,0.25,76.114,92.86999999999999,0.9648467378348722
module.layer3.1.conv3.weight,0.30000000000000004,76.13,92.86,0.9651210793883219
module.layer3.1.conv3.weight,0.35000000000000003,76.114,92.876,0.9655985991109387
module.layer3.1.conv3.weight,0.4,76.102,92.874,0.9653445805365942
module.layer3.1.conv3.weight,0.45,76.088,92.85799999999999,0.9654791384023061
module.layer3.1.conv3.weight,0.5,76.048,92.84,0.9668851160273264
module.layer3.1.conv3.weight,0.55,76.076,92.866,0.9675863829954544
module.layer3.1.conv3.weight,0.6000000000000001,76.03999999999999,92.804,0.9682667971569662
module.layer3.1.conv3.weight,0.65,76.008,92.85,0.9688294164228196
module.layer3.1.conv3.weight,0.7000000000000001,75.956,92.85,0.9691539402214844
module.layer3.1.conv3.weight,0.75,75.928,92.822,0.971425429822839
module.layer3.1.conv3.weight,0.8,75.756,92.782,0.9754322681347934
module.layer3.1.conv3.weight,0.8500000000000001,75.644,92.718,0.9812127816281758
module.layer3.1.conv3.weight,0.9,75.318,92.45400000000001,0.9973772087571573
module.layer3.2.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.2.conv1.weight,0.05,76.13799999999999,92.862,0.9646793522548915
module.layer3.2.conv1.weight,0.1,76.12400000000001,92.866,0.9646676148535037
module.layer3.2.conv1.weight,0.15000000000000002,76.12400000000001,92.868,0.9646617519308113
module.layer3.2.conv1.weight,0.2,76.128,92.854,0.9646793083116717
module.layer3.2.conv1.weight,0.25,76.1,92.854,0.9647970254323919
module.layer3.2.conv1.weight,0.30000000000000004,76.088,92.866,0.9647452232180809
module.layer3.2.conv1.weight,0.35000000000000003,76.094,92.884,0.9647917669950697
module.layer3.2.conv1.weight,0.4,76.122,92.876,0.9650888278776287
module.layer3.2.conv1.weight,0.45,76.056,92.848,0.9654530649434543
module.layer3.2.conv1.weight,0.5,76.064,92.86999999999999,0.9658639555682942
module.layer3.2.conv1.weight,0.55,76.026,92.866,0.9659980076308157
module.layer3.2.conv1.weight,0.6000000000000001,75.998,92.886,0.9669900305417118
module.layer3.2.conv1.weight,0.65,75.988,92.88,0.9681768642396343
module.layer3.2.conv1.weight,0.7000000000000001,75.952,92.894,0.970161166574274
module.layer3.2.conv1.weight,0.75,75.862,92.80199999999999,0.972266909267221
module.layer3.2.conv1.weight,0.8,75.744,92.746,0.9776691774628599
module.layer3.2.conv1.weight,0.8500000000000001,75.588,92.616,0.9863365700050277
module.layer3.2.conv1.weight,0.9,75.236,92.398,1.0023470365119223
module.layer3.2.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.2.conv2.weight,0.05,76.13,92.864,0.9646825091723279
module.layer3.2.conv2.weight,0.1,76.144,92.866,0.964602196475073
module.layer3.2.conv2.weight,0.15000000000000002,76.142,92.86999999999999,0.964577071064589
module.layer3.2.conv2.weight,0.2,76.146,92.876,0.9645979998975381
module.layer3.2.conv2.weight,0.25,76.14,92.888,0.9646989812656326
module.layer3.2.conv2.weight,0.30000000000000004,76.114,92.864,0.964687994472226
module.layer3.2.conv2.weight,0.35000000000000003,76.11,92.872,0.9650087107201009
module.layer3.2.conv2.weight,0.4,76.12400000000001,92.884,0.9650114662185005
module.layer3.2.conv2.weight,0.45,76.122,92.874,0.9646442856411545
module.layer3.2.conv2.weight,0.5,76.092,92.86999999999999,0.9649810229181022
module.layer3.2.conv2.weight,0.55,76.062,92.9,0.9651345307273524
module.layer3.2.conv2.weight,0.6000000000000001,76.058,92.902,0.9653894126567306
module.layer3.2.conv2.weight,0.65,76.022,92.91199999999999,0.9669773318633736
module.layer3.2.conv2.weight,0.7000000000000001,76.036,92.888,0.9683756972758141
module.layer3.2.conv2.weight,0.75,75.94,92.86,0.9715388091851254
module.layer3.2.conv2.weight,0.8,75.774,92.742,0.977516751508324
module.layer3.2.conv2.weight,0.8500000000000001,75.496,92.66,0.9866685969184857
module.layer3.2.conv2.weight,0.9,75.058,92.448,1.00357077255541
module.layer3.2.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.2.conv3.weight,0.05,76.12400000000001,92.86,0.9647090281454885
module.layer3.2.conv3.weight,0.1,76.126,92.85600000000001,0.9647613263555939
module.layer3.2.conv3.weight,0.15000000000000002,76.1,92.852,0.9649118450375237
module.layer3.2.conv3.weight,0.2,76.13600000000001,92.86999999999999,0.9648507513409971
module.layer3.2.conv3.weight,0.25,76.126,92.864,0.9648011372405654
module.layer3.2.conv3.weight,0.30000000000000004,76.092,92.878,0.965119428780614
module.layer3.2.conv3.weight,0.35000000000000003,76.088,92.894,0.9658800799931799
module.layer3.2.conv3.weight,0.4,76.068,92.88,0.9663948779355505
module.layer3.2.conv3.weight,0.45,76.036,92.88,0.9669374879829742
module.layer3.2.conv3.weight,0.5,76.036,92.85600000000001,0.9681604728102682
module.layer3.2.conv3.weight,0.55,76.018,92.822,0.9697346177940467
module.layer3.2.conv3.weight,0.6000000000000001,75.97,92.824,0.9717114762384069
module.layer3.2.conv3.weight,0.65,75.822,92.83,0.9731569489350126
module.layer3.2.conv3.weight,0.7000000000000001,75.798,92.828,0.9765219081725391
module.layer3.2.conv3.weight,0.75,75.792,92.784,0.9807458788308566
module.layer3.2.conv3.weight,0.8,75.642,92.732,0.9891473098220874
module.layer3.2.conv3.weight,0.8500000000000001,75.466,92.66,0.9976809423949027
module.layer3.2.conv3.weight,0.9,75.116,92.514,1.0122669345262103
module.layer3.3.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.3.conv1.weight,0.05,76.132,92.85799999999999,0.9646675888524981
module.layer3.3.conv1.weight,0.1,76.128,92.854,0.9646974930501715
module.layer3.3.conv1.weight,0.15000000000000002,76.132,92.86,0.9646218584812419
module.layer3.3.conv1.weight,0.2,76.12,92.86,0.9645756933914157
module.layer3.3.conv1.weight,0.25,76.116,92.866,0.9646282034108837
module.layer3.3.conv1.weight,0.30000000000000004,76.076,92.878,0.9646197292117443
module.layer3.3.conv1.weight,0.35000000000000003,76.08,92.886,0.9645805957213957
module.layer3.3.conv1.weight,0.4,76.106,92.894,0.9646671480518213
module.layer3.3.conv1.weight,0.45,76.078,92.884,0.9646329316405612
module.layer3.3.conv1.weight,0.5,76.048,92.886,0.9647662264808097
module.layer3.3.conv1.weight,0.55,76.046,92.91,0.9648593042273913
module.layer3.3.conv1.weight,0.6000000000000001,75.974,92.902,0.9659213504316855
module.layer3.3.conv1.weight,0.65,75.906,92.92200000000001,0.9671081265776739
module.layer3.3.conv1.weight,0.7000000000000001,75.896,92.84,0.969545739645861
module.layer3.3.conv1.weight,0.75,75.818,92.78800000000001,0.9738785502101701
module.layer3.3.conv1.weight,0.8,75.646,92.726,0.9806530854987858
module.layer3.3.conv1.weight,0.8500000000000001,75.32,92.58,0.9960040945787823
module.layer3.3.conv1.weight,0.9,74.664,92.14,1.0270804958988209
module.layer3.3.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.3.conv2.weight,0.05,76.13600000000001,92.864,0.9646761035736725
module.layer3.3.conv2.weight,0.1,76.134,92.862,0.9647696021260046
module.layer3.3.conv2.weight,0.15000000000000002,76.126,92.85799999999999,0.9647392530982597
module.layer3.3.conv2.weight,0.2,76.09,92.854,0.9647834782241551
module.layer3.3.conv2.weight,0.25,76.08200000000001,92.872,0.9649919012219323
module.layer3.3.conv2.weight,0.30000000000000004,76.064,92.85799999999999,0.9649482090406272
module.layer3.3.conv2.weight,0.35000000000000003,76.05,92.85600000000001,0.9653666897543838
module.layer3.3.conv2.weight,0.4,76.05,92.872,0.9651776723259565
module.layer3.3.conv2.weight,0.45,76.05199999999999,92.88,0.9654497814421751
module.layer3.3.conv2.weight,0.5,76.0,92.876,0.9669132796781404
module.layer3.3.conv2.weight,0.55,76.00200000000001,92.852,0.9681525002328725
module.layer3.3.conv2.weight,0.6000000000000001,75.948,92.854,0.9702906205641976
module.layer3.3.conv2.weight,0.65,75.742,92.796,0.9751850606835615
module.layer3.3.conv2.weight,0.7000000000000001,75.592,92.72399999999999,0.9797372674303393
module.layer3.3.conv2.weight,0.75,75.36,92.646,0.9878130858497962
module.layer3.3.conv2.weight,0.8,74.972,92.452,1.0042605957358468
module.layer3.3.conv2.weight,0.8500000000000001,74.356,92.13,1.0322711422127122
module.layer3.3.conv2.weight,0.9,73.336,91.538,1.0785027895959058
module.layer3.3.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.3.conv3.weight,0.05,76.134,92.866,0.9646863440165715
module.layer3.3.conv3.weight,0.1,76.13600000000001,92.86999999999999,0.9647435234213364
module.layer3.3.conv3.weight,0.15000000000000002,76.128,92.864,0.9648672080009568
module.layer3.3.conv3.weight,0.2,76.13,92.86,0.9649077560372499
module.layer3.3.conv3.weight,0.25,76.132,92.85,0.9649015097137615
module.layer3.3.conv3.weight,0.30000000000000004,76.11,92.84599999999999,0.9652743097014577
module.layer3.3.conv3.weight,0.35000000000000003,76.102,92.854,0.9652141876214625
module.layer3.3.conv3.weight,0.4,76.08200000000001,92.866,0.9650193477923774
module.layer3.3.conv3.weight,0.45,76.01,92.862,0.9650710302652142
module.layer3.3.conv3.weight,0.5,76.02,92.886,0.9657611336787141
module.layer3.3.conv3.weight,0.55,76.086,92.848,0.9670078995428522
module.layer3.3.conv3.weight,0.6000000000000001,76.028,92.84599999999999,0.9689767546191502
module.layer3.3.conv3.weight,0.65,75.99000000000001,92.83399999999999,0.9709319831917477
module.layer3.3.conv3.weight,0.7000000000000001,75.968,92.77,0.9738261214628513
module.layer3.3.conv3.weight,0.75,75.908,92.758,0.9763602048766857
module.layer3.3.conv3.weight,0.8,75.774,92.71000000000001,0.981126003727621
module.layer3.3.conv3.weight,0.8500000000000001,75.642,92.692,0.9881211832469824
module.layer3.3.conv3.weight,0.9,75.33999999999999,92.55799999999999,1.0010539446102118
module.layer3.4.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.4.conv1.weight,0.05,76.132,92.868,0.9646705359372554
module.layer3.4.conv1.weight,0.1,76.128,92.86999999999999,0.964728718053322
module.layer3.4.conv1.weight,0.15000000000000002,76.13,92.866,0.9648237857131323
module.layer3.4.conv1.weight,0.2,76.12400000000001,92.862,0.9649706519379901
module.layer3.4.conv1.weight,0.25,76.11,92.85600000000001,0.9651829397343857
module.layer3.4.conv1.weight,0.30000000000000004,76.094,92.872,0.9654156705554653
module.layer3.4.conv1.weight,0.35000000000000003,76.102,92.868,0.965497753753954
module.layer3.4.conv1.weight,0.4,76.13600000000001,92.86,0.9657109740893454
module.layer3.4.conv1.weight,0.45,76.098,92.842,0.966798466991405
module.layer3.4.conv1.weight,0.5,76.072,92.842,0.9680390573885973
module.layer3.4.conv1.weight,0.55,76.042,92.874,0.96897750279429
module.layer3.4.conv1.weight,0.6000000000000001,75.992,92.85799999999999,0.9705064177361068
module.layer3.4.conv1.weight,0.65,75.89,92.828,0.972574287987485
